date;price;Class;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;sqft_above;sqft_basement;yr_built;yr_renovated;street;city;statezip;country
14/05/2014 0:00;253000;MC;4.0;2.5;2230;4541;2.0;0;0;3;2230;0;2006;0;24217 181st Pl SE;Covington;WA 98042;USA
28/05/2014 0:00;253400;MC;3.0;2.0;1400;8640;1.0;0;0;5;1400;0;1968;0;1033 S 316th St;Federal Way;WA 98003;USA
9/05/2014 0:00;254000;MC;3.0;2.5;1850;4597;2.0;0;0;3;1850;0;2003;0;15407 SE 252nd Pl;Covington;WA 98042;USA
28/05/2014 0:00;254000;MC;2.0;1.0;1060;8187;1.0;0;0;4;1060;0;1952;0;16708 N Park Ave N;Shoreline;WA 98133;USA
28/05/2014 0:00;254000;MC;3.0;2.0;1480;7480;1.0;0;0;4;1480;0;1992;0;21438 SE 277th St;Maple Valley;WA 98038;USA
22/05/2014 0:00;254500;MC;4.0;2.75;2570;7264;2.0;0;0;3;1720;850;1998;2006;1621 56th Ct SE;Auburn;WA 98092;USA
7/05/2014 0:00;255000;MC;5.0;2.25;2060;8632;1.0;0;0;3;1030;1030;1962;2003;105 SW 129th St;Burien;WA 98146;USA
9/05/2014 0:00;255000;MC;2.0;1.0;960;28717;1.0;0;0;4;960;0;1984;0;29805-29821 129th Pl SW;Vashon;WA 98070;USA
9/05/2014 0:00;255000;MC;2.0;1.0;810;7980;1.0;0;0;1;810;0;1928;0;12727 2nd Ave SW;Seattle;WA 98146;USA
12/05/2014 0:00;255000;MC;2.0;1.0;1220;2500;1.0;0;0;3;770;450;1910;2006;3017 SW Hinds St;Seattle;WA 98126;USA
15/05/2014 0:00;255000;MC;4.0;2.5;2070;7800;2.0;0;0;3;2070;0;1989;0;1422 S 282nd Pl;Federal Way;WA 98003;USA
21/05/2014 0:00;255000;MC;3.0;1.5;1060;9039;1.0;0;0;3;1060;0;1973;2013;19300 142nd Pl SE;Renton;WA 98058;USA
23/05/2014 0:00;255000;MC;3.0;2.0;1490;8371;1.5;0;0;3;1490;0;1984;0;11405 SE 229th St;Kent;WA 98031;USA
27/05/2014 0:00;255000;MC;3.0;1.0;960;8100;1.0;0;0;3;960;0;1955;2005;20234 20th Ave NE;Shoreline;WA 98155;USA
19/05/2014 0:00;256500;MC;2.0;1.0;1120;9912;1.0;0;0;4;1120;0;1980;0;7615 SW 257th St;Vashon;WA 98070;USA
21/05/2014 0:00;256750;MC;3.0;2.5;1990;8991;1.0;0;0;3;1570;420;1969;2010;23255 133rd Ave SE;Kent;WA 98042;USA
15/05/2014 0:00;256883;MC;3.0;2.5;1690;5025;2.0;0;0;3;1690;0;2003;0;833 SW 361st St;Federal Way;WA 98023;USA
14/05/2014 0:00;257200;MC;3.0;2.0;1850;8250;1.0;0;0;4;1150;700;1952;0;200 Pike St SE;Auburn;WA 98002;USA
2/05/2014 0:00;257950;MC;3.0;1.75;1370;5858;1.0;0;0;3;1370;0;1987;2000;1605 S 245th Pl;Des Moines;WA 98198;USA
8/05/2014 0:00;258000;MC;4.0;1.75;1730;8320;1.0;0;0;3;1230;500;1977;2004;30633 21st Ave SW;Federal Way;WA 98023;USA
23/05/2014 0:00;258000;MC;3.0;1.75;1620;7540;1.0;0;0;3;1310;310;1988;2000;21659 SE 266th St;Maple Valley;WA 98038;USA
20/05/2014 0:00;259000;MC;3.0;1.0;1320;8625;1.0;0;0;4;1320;0;1957;2001;2931 NE 5th Pl;Renton;WA 98056;USA
22/05/2014 0:00;259000;MC;3.0;2.5;1550;3569;2.0;0;0;3;1550;0;2011;0;1506 51st St NE;Auburn;WA 98002;USA
2/05/2014 0:00;260000;MC;4.0;2.0;1480;8625;1.0;0;0;4;1480;0;1974;0;2019 Aberdeen Pl SE;Renton;WA 98055;USA
8/05/2014 0:00;260000;MC;4.0;1.5;2130;8800;1.0;0;0;3;1100;1030;1962;2003;24345 35th Pl S;Kent;WA 98032;USA
9/05/2014 0:00;260000;MC;3.0;2.0;1920;8075;1.0;0;0;4;1510;410;1969;0;32704 33rd Ave SW;Federal Way;WA 98023;USA
9/05/2014 0:00;260000;MC;3.0;2.5;1420;14850;1.0;0;0;4;1020;400;1963;0;3319 S 262nd St;Kent;WA 98032;USA
20/05/2014 0:00;260000;MC;4.0;2.5;1990;6671;2.0;0;0;3;1990;0;1989;0;32819 17th Ave SW;Federal Way;WA 98023;USA
21/05/2014 0:00;260000;MC;6.0;2.0;2220;8797;1.0;0;0;3;2220;0;1977;2004;142 11th St SE;Auburn;WA 98002;USA
27/05/2014 0:00;260000;MC;3.0;2.0;1630;8018;1.0;0;0;3;1630;0;2003;0;311 Dereks Pl;Pacific;WA 98047;USA
8/05/2014 0:00;262000;MC;4.0;2.5;2020;6236;2.0;0;0;3;2020;0;2002;0;434 Pullman Ave;Algona;WA 98001;USA
15/05/2014 0:00;263000;MC;3.0;2.25;1590;7748;2.0;0;0;4;1590;0;1991;0;35219 26th Ct S;Federal Way;WA 98003;USA
20/05/2014 0:00;263000;MC;3.0;1.75;1570;7775;2.0;0;0;3;1570;0;1982;0;9226 S 239th Pl;Kent;WA 98031;USA
27/05/2014 0:00;263900;MC;3.0;2.5;1658;2700;2.0;0;0;3;1658;0;2014;0;2150 S 262nd Ct;Des Moines;WA 98198;USA
29/05/2014 0:00;264000;MC;3.0;1.5;1470;14821;1.0;0;0;4;1470;0;1958;1972;14435 SE 263rd St;Kent;WA 98042;USA
29/05/2014 0:00;264950;MC;4.0;2.25;1720;9753;1.0;0;0;4;1120;600;1978;2000;34434 30th Ave SW;Federal Way;WA 98023;USA
10/05/2014 0:00;265000;MC;4.0;1.0;1940;9533;1.0;0;0;3;1080;860;1962;2003;9908 S 210th Pl;Kent;WA 98031;USA
12/05/2014 0:00;265000;MC;2.0;1.0;1290;2828;2.0;0;0;3;1290;0;2008;0;23549 NE 111th St;Redmond;WA 98053;USA
14/05/2014 0:00;265000;MC;3.0;2.0;1570;5706;1.0;0;0;3;1570;0;1998;2006;11549 SE 319th Pl;Auburn;WA 98092;USA
27/05/2014 0:00;265000;MC;3.0;2.5;1440;7741;1.0;0;0;4;1000;440;1983;0;11009 SE 220th Pl;Kent;WA 98031;USA
8/05/2014 0:00;266000;MC;3.0;2.5;1940;8547;1.0;0;0;3;1460;480;1989;0;28123 123rd Pl SE;Kent;WA 98030;USA
14/05/2014 0:00;266000;MC;3.0;2.5;1780;7214;1.0;0;0;4;1400;380;1986;0;26205 119th Dr SE;Kent;WA 98030;USA
28/05/2014 0:00;266200;MC;3.0;1.5;1430;9600;1.0;0;0;4;1430;0;1966;0;14217 SE 144th St;Renton;WA 98059;USA
29/05/2014 0:00;266500;MC;4.0;1.75;1880;7632;1.0;0;0;4;1180;700;1978;2000;32740-32998 30th Ave SW;Federal Way;WA 98023;USA
28/05/2014 0:00;267000;MC;3.0;2.5;2495;4400;2.0;0;0;3;2495;0;2007;0;35039 41st Pl S;Federal Way;WA 98001;USA
13/05/2014 0:00;267345;MC;4.0;2.25;2510;8165;1.0;0;0;4;1610;900;1972;0;2831 SW 327th St;Federal Way;WA 98023;USA
29/05/2014 0:00;267500;MC;3.0;1.75;1590;11914;1.0;0;2;3;1090;500;1957;2000;17904 Military Rd S;SeaTac;WA 98188;USA
14/05/2014 0:00;267800;MC;2.0;1.0;700;6000;1.0;0;0;4;700;0;1949;1985;16824 11th Pl NE;Shoreline;WA 98155;USA
27/05/2014 0:00;268000;MC;4.0;2.0;1930;6600;1.0;0;0;4;1030;900;1967;0;13436 Occidental Ave S;Burien;WA 98168;USA
20/05/2014 0:00;268500;MC;2.0;1.0;790;8424;1.0;0;0;4;790;0;1953;1983;556 N 167th St;Shoreline;WA 98133;USA
8/05/2014 0:00;270000;MC;4.0;2.5;1810;6509;2.0;0;0;3;1810;0;1994;0;14816 SE 278th St;Kent;WA 98042;USA
9/05/2014 0:00;270000;MC;3.0;1.5;1500;6337;1.0;0;0;5;1500;0;1953;0;13532 15th Pl NE;Seattle;WA 98125;USA
9/05/2014 0:00;270000;MC;3.0;2.0;1690;9583;1.0;0;0;4;1690;0;1969;0;108-150 Union Ave SE;Renton;WA 98059;USA
15/05/2014 0:00;270000;MC;3.0;1.0;1010;9514;1.0;0;0;3;1010;0;1969;2010;17620 SE 121st Pl;Renton;WA 98059;USA
21/05/2014 0:00;270000;MC;3.0;1.75;1390;10905;1.0;0;0;3;860;530;1957;2000;5601-5605 21st Ave SW;Seattle;WA 98106;USA
22/05/2014 0:00;270000;MC;2.0;1.5;840;867;2.0;0;0;3;840;0;2005;0;9122 23rd Ave NE;Seattle;WA 98115;USA
28/05/2014 0:00;270000;MC;3.0;1.75;1300;4127;1.0;0;0;4;650;650;1918;1953;1309 SW Webster St;Seattle;WA 98106;USA
20/05/2014 0:00;271310;MC;2.0;1.0;870;5340;1.5;0;0;2;870;0;1906;0;2019 24th Ave S;Seattle;WA 98144;USA
6/05/2014 0:00;272000;MC;3.0;2.5;1650;13816;2.0;0;0;3;1650;0;1998;2006;32000-32072 NE 55th St;Carnation;WA 98014;USA
27/05/2014 0:00;274950;MC;3.0;1.75;1670;7415;1.0;0;0;3;1320;350;1987;2000;16828 SE 251 St;Covington;WA 98042;USA
2/05/2014 0:00;275000;MC;3.0;1.5;1180;10277;1.0;0;0;3;1180;0;1983;2009;12425 415th Ave SE;North Bend;WA 98045;USA
7/05/2014 0:00;275000;MC;3.0;2.5;1600;7000;2.0;0;0;4;1600;0;1993;0;21326 SE 277th Pl;Maple Valley;WA 98038;USA
9/05/2014 0:00;275000;MC;3.0;1.5;1390;48257;1.0;0;0;3;1390;0;1922;2013;4609-4699 Preston-Fall City Rd SE;Fall City;WA 98024;USA
16/05/2014 0:00;275000;MC;3.0;2.5;1480;15639;2.0;0;0;3;1480;0;1987;2000;44402 SE 142nd Pl;North Bend;WA 98045;USA
21/05/2014 0:00;275000;MC;3.0;2.5;2030;6326;2.0;0;0;3;2030;0;1993;0;23418 SE 282nd Pl;Maple Valley;WA 98038;USA
22/05/2014 0:00;275000;MC;1.0;0.75;1170;14149;1.0;0;0;5;880;290;1962;0;37316 W Lake Walker Dr SE;Enumclaw;WA 98022;USA
23/05/2014 0:00;275000;MC;4.0;1.5;1930;15531;2.0;0;0;3;1930;0;1979;2014;28616 28th Pl S;Federal Way;WA 98003;USA
26/05/2014 0:00;276000;MC;3.0;1.0;1140;5000;1.0;0;0;3;1140;0;1960;2012;5403 23rd Ave SW;Seattle;WA 98106;USA
28/05/2014 0:00;277000;MC;4.0;1.0;1450;6250;1.0;0;0;3;990;460;1964;2000;10020 18th Ave SW;Seattle;WA 98146;USA
6/05/2014 0:00;279900;MC;3.0;1.75;1580;8151;1.0;0;1;4;1100;480;1962;0;1629 S 261st Pl;Des Moines;WA 98198;USA
6/05/2014 0:00;280000;MAC;3.0;1.75;1630;11800;1.0;0;0;4;1630;0;1971;0;12525 458th Ave SE;North Bend;WA 98045;USA
7/05/2014 0:00;280000;MAC;3.0;2.5;1600;4271;2.0;0;0;3;1600;0;2000;0;5146 S 303rd Pl;Auburn;WA 98001;USA
9/05/2014 0:00;280000;MAC;4.0;2.0;2190;14439;1.0;0;0;4;1180;1010;1977;0;3331 S 368th Pl;Auburn;WA 98001;USA
15/05/2014 0:00;280000;MAC;3.0;1.0;1330;20562;1.5;0;0;3;1330;0;1959;1989;13219 424th Ave SE;North Bend;WA 98045;USA
19/05/2014 0:00;280000;MAC;3.0;2.5;1270;9675;2.0;0;0;3;1270;0;1993;0;44633 SE 151st St;North Bend;WA 98045;USA
19/05/2014 0:00;280000;MAC;3.0;2.5;1720;1916;2.0;0;0;3;1720;0;2005;0;454 A St;Renton;WA 98056;USA
27/05/2014 0:00;280000;MAC;3.0;1.0;1200;6250;1.0;0;0;3;920;280;1943;2002;10424 2nd Ave S;Seattle;WA 98168;USA
9/05/2014 0:00;280950;MAC;3.0;1.75;1390;8700;1.0;0;3;4;840;550;1912;1989;629-899 Cedar Ave S;Renton;WA 98057;USA
27/05/2014 0:00;282000;MAC;3.0;2.5;1680;15711;1.0;0;0;3;1240;440;1994;0;20020 127th Pl SE;Kent;WA 98031;USA
16/05/2014 0:00;282613;MAC;2.0;1.0;830;6017;1.0;0;0;4;830;0;1954;1979;16221 Bagley Pl N;Shoreline;WA 98133;USA
27/05/2014 0:00;283200;MAC;4.0;2.5;1982;6406;2.0;0;0;3;1982;0;2004;2003;26526 111th Pl SE;Kent;WA 98030;USA
2/05/2014 0:00;284000;MAC;3.0;1.75;1800;23103;1.0;0;0;3;1800;0;1968;1997;32418 NE 50th St;Carnation;WA 98014;USA
6/05/2014 0:00;284000;MAC;4.0;2.5;2000;5390;2.0;0;0;3;2000;0;2003;0;25434 160th Ave SE;Kent;WA 98042;USA
2/05/2014 0:00;285000;MAC;3.0;2.5;2090;10834;1.0;0;0;4;1360;730;1987;0;27736 23rd Avenue South;Federal Way;WA 98003;USA
13/05/2014 0:00;285000;MAC;3.0;1.0;1090;8640;1.0;0;0;4;1090;0;1973;0;16014 16th Ave SW;Burien;WA 98166;USA
19/05/2014 0:00;285000;MAC;4.0;1.75;2080;13629;1.0;0;0;4;1040;1040;1955;2009;8024 S 130th St;Seattle;WA 98178;USA
19/05/2014 0:00;285000;MAC;1.0;1.5;810;3211;2.0;0;0;4;810;0;1982;2011;11807 NE 105th Ct;Kirkland;WA 98033;USA
21/05/2014 0:00;285000;MAC;3.0;1.75;2380;6000;1.5;0;0;3;1320;1060;1935;1974;8723 S 117th St;Seattle;WA 98178;USA
28/05/2014 0:00;285000;MAC;2.0;1.0;800;6240;1.0;0;0;3;800;0;1954;2005;13332 30th Ave NE;Seattle;WA 98125;USA
5/05/2014 0:00;287000;MAC;3.0;1.0;1450;6000;1.0;0;0;4;1450;0;1953;1983;8681 Beacon Ave S;Seattle;WA 98118;USA
13/05/2014 0:00;287000;MAC;3.0;2.25;1490;9600;1.0;0;0;4;1170;320;1987;0;27020 NE Ring St;Duvall;WA 98019;USA
2/05/2014 0:00;287200;MAC;3.0;3.0;1850;19966;1.0;0;0;4;1090;760;1992;0;23017 SE 281st Ct;Maple Valley;WA 98038;USA
13/05/2014 0:00;287600;MAC;3.0;2.5;1950;8251;2.0;0;0;3;1950;0;1990;2009;4222 S 288th Pl;Auburn;WA 98001;USA
21/05/2014 0:00;288400;MAC;3.0;2.25;1870;3230;2.0;0;0;3;1870;0;1997;0;3901 NE 5th Pl;Renton;WA 98056;USA
13/05/2014 0:00;289000;MAC;3.0;1.0;1090;7315;1.0;0;0;5;1090;0;1981;0;4018 NE 6th Ct;Renton;WA 98056;USA
20/05/2014 0:00;289000;MAC;3.0;2.5;2090;4700;2.0;0;0;3;2090;0;2002;0;17814 SE 257th St;Covington;WA 98042;USA
9/05/2014 0:00;290000;MAC;4.0;2.5;2000;13300;1.0;0;0;4;1200;800;1968;0;3026 S Star Lake Rd;Auburn;WA 98001;USA
19/05/2014 0:00;290000;MAC;4.0;2.5;1700;7280;2.0;0;0;4;1700;0;1988;0;22020 127th Ct SE;Kent;WA 98031;USA
19/05/2014 0:00;290000;MAC;5.0;1.5;2120;7700;1.5;0;0;5;2120;0;1962;0;12611 SE 160th St;Renton;WA 98058;USA
27/05/2014 0:00;292050;MAC;5.0;3.0;2840;7199;1.0;0;0;3;1710;1130;2003;0;10719 47th Ave S;Tukwila;WA 98178;USA
27/05/2014 0:00;293000;MAC;4.0;2.5;3250;235063;1.0;0;2;3;3250;0;1973;2013;17101-17103 SE 383rd St;Auburn;WA 98092;USA
2/05/2014 0:00;295000;MAC;2.0;2.5;1630;1368;2.0;0;0;3;1280;350;2009;0;5944-6082 Delridge Way SW;Seattle;WA 98106;USA
6/05/2014 0:00;295000;MAC;3.0;2.25;1980;8000;1.0;0;0;4;1560;420;1974;0;31966 36th Ave SW;Federal Way;WA 98023;USA
8/05/2014 0:00;295000;MAC;2.0;1.75;2200;89298;1.0;0;0;3;1100;1100;1973;2013;27469-27501 SE 154th Pl;Issaquah;WA 98027;USA
8/05/2014 0:00;295000;MAC;3.0;2.5;1920;7229;2.0;0;0;3;1920;0;1993;0;1914 S 375th St;Federal Way;WA 98003;USA
15/05/2014 0:00;295000;MAC;3.0;1.5;850;2500;1.0;0;0;3;850;0;1986;0;4020 21st Ave SW;Seattle;WA 98106;USA
22/05/2014 0:00;295000;MAC;4.0;2.0;980;10640;1.0;0;0;5;980;0;1978;0;17026 426th Ave SE;North Bend;WA 98045;USA
25/05/2014 0:00;295000;MAC;3.0;2.5;1560;4200;2.0;0;0;3;1560;0;2003;0;23620 SE 243rd Pl;Maple Valley;WA 98038;USA
29/05/2014 0:00;295000;MAC;4.0;2.5;2290;4539;2.0;0;0;3;2290;0;2001;0;530 Olympia Ave SE;Renton;WA 98058;USA
27/05/2014 0:00;295832;MAC;5.0;1.0;1410;6400;1.0;0;0;5;960;450;1955;0;20208 1st Pl S;Des Moines;WA 98198;USA
19/05/2014 0:00;296500;MAC;3.0;2.75;2170;7900;1.0;0;0;4;1380;790;1978;2000;26715 Stanford Ct;Kent;WA 98032;USA
18/05/2014 0:00;297000;MAC;5.0;2.5;1970;8605;2.0;0;0;4;1970;0;1994;0;419 Wetherbee Ln;Enumclaw;WA 98022;USA
8/05/2014 0:00;297950;MAC;3.0;2.0;1240;10800;1.0;0;0;3;1240;0;1967;2010;17109 139th Pl SE;Renton;WA 98058;USA
19/05/2014 0:00;298450;MAC;5.0;3.0;2100;9752;1.0;0;0;3;1200;900;2007;0;29801-29829 23rd Avenue South;Federal Way;WA 98003;USA
14/05/2014 0:00;299000;MAC;2.0;1.75;1250;34395;1.0;0;0;4;1250;0;1950;1983;1400 S 359th St;Federal Way;WA 98003;USA
28/05/2014 0:00;299000;MAC;3.0;1.0;1390;9624;1.5;0;0;4;1390;0;1954;1979;2544 NE 203rd St;Shoreline;WA 98155;USA
21/05/2014 0:00;299800;MAC;2.0;1.0;790;5240;1.0;0;0;4;790;0;1925;1968;8041-8299 Beacon Ave S;Seattle;WA 98118;USA
21/05/2014 0:00;299900;MAC;3.0;2.5;2720;6014;2.0;0;0;3;2720;0;2002;0;29820 125th Pl SE;Auburn;WA 98092;USA
20/05/2014 0:00;299950;MAC;3.0;1.0;910;8000;1.0;0;0;4;740;170;1950;1983;20013 15th Ave NW;Shoreline;WA 98177;USA
2/05/2014 0:00;300000;MAC;3.0;2.5;2540;5050;2.0;0;0;3;2540;0;2006;0;29734 215th Terrace SE;Kent;WA 98042;USA
5/05/2014 0:00;300000;MAC;3.0;2.0;1050;10072;1.0;0;0;3;1050;0;1986;0;27106 NE Miller St;Duvall;WA 98019;USA
7/05/2014 0:00;300000;MAC;2.0;1.0;760;3001;1.0;0;0;3;760;0;1913;1983;1761 17th Ave S;Seattle;WA 98144;USA
12/05/2014 0:00;300000;MAC;2.0;1.75;1360;8100;1.0;0;0;3;860;500;1975;0;13730 2nd Ave NW;Seattle;WA 98177;USA
14/05/2014 0:00;300000;MAC;3.0;1.0;1260;8280;1.0;0;0;3;1260;0;1946;0;2559 NE 98th St;Seattle;WA 98115;USA
15/05/2014 0:00;300000;MAC;3.0;1.0;1220;13000;1.0;0;0;4;1220;0;1955;2009;18218 Evanston Ave N;Shoreline;WA 98133;USA
20/05/2014 0:00;300000;MAC;3.0;1.0;1090;9900;1.0;0;0;4;1090;0;1955;2009;13424 NE 80th St;Redmond;WA 98052;USA
20/05/2014 0:00;300000;MAC;3.0;1.0;2120;7735;1.0;0;0;4;1060;1060;1967;0;12840 163rd Ave SE;Renton;WA 98059;USA
20/05/2014 0:00;300000;MAC;6.0;5.25;2860;5682;2.0;0;0;3;2860;0;1978;0;606 5th St SE;Auburn;WA 98002;USA
21/05/2014 0:00;300000;MAC;2.0;1.0;970;13700;1.0;0;0;3;970;0;1949;1998;9807 22nd Ave SW;Seattle;WA 98106;USA
22/05/2014 0:00;300000;MAC;6.0;2.0;2040;10812;1.0;0;0;4;2040;0;1943;0;555 Index Ave NE;Renton;WA 98056;USA
22/05/2014 0:00;300000;MAC;5.0;2.5;2760;6000;2.0;0;0;3;2760;0;2006;0;843 S Rose St;Seattle;WA 98108;USA
23/05/2014 0:00;300000;MAC;2.0;1.0;1340;7788;1.0;0;2;3;1340;0;1947;2012;7111 S Ryan St;Seattle;WA 98178;USA
29/05/2014 0:00;300000;MAC;2.0;1.0;820;3844;1.0;0;0;4;820;0;1916;0;723 N 105th St;Seattle;WA 98133;USA
29/05/2014 0:00;300000;MAC;3.0;2.5;2080;9827;2.0;0;0;3;2080;0;1989;0;4815 SW 330th Ct;Federal Way;WA 98023;USA
12/05/2014 0:00;301500;MAC;2.0;1.5;830;1333;2.0;0;0;3;830;0;2005;0;5650 Fauntleroy Way SW;Seattle;WA 98136;USA
12/05/2014 0:00;302000;MAC;5.0;2.25;2180;7813;2.0;0;0;3;2180;0;1986;0;26405 218th Ave SE;Maple Valley;WA 98038;USA
15/05/2014 0:00;302000;MAC;4.0;1.75;2020;7865;1.0;0;0;4;1010;1010;1963;0;1001 Whitman Ct NE;Renton;WA 98059;USA
29/05/2014 0:00;302000;MAC;2.0;1.0;900;423838;1.0;0;2;5;900;0;1925;0;18923 SE 416th St;Enumclaw;WA 98022;USA
9/05/2014 0:00;303500;MAC;3.0;1.5;1060;10464;1.0;0;0;4;1060;0;1973;0;14320 84th Ave NE;Kirkland;WA 98034;USA
27/05/2014 0:00;304000;MAC;3.0;1.0;900;7500;1.0;0;0;4;900;0;1972;0;7725 NE 143rd St;Kirkland;WA 98034;USA
19/05/2014 0:00;305000;MAC;3.0;1.75;1610;12247;1.0;0;0;3;1610;0;1981;2013;16215 SE 172nd Ct;Renton;WA 98058;USA
20/05/2014 0:00;305000;MAC;2.0;2.5;1590;2656;2.0;0;0;3;1220;370;2009;0;5937 Delridge Way SW;Seattle;WA 98106;USA
22/05/2014 0:00;305000;MAC;4.0;1.75;2200;8100;1.5;0;0;5;1400;800;1942;0;12036 23rd Ave S;Seattle;WA 98168;USA
27/05/2014 0:00;305000;MAC;4.0;1.0;2100;9288;1.0;0;0;4;1050;1050;1968;0;16423 126th Pl SE;Renton;WA 98058;USA
28/05/2014 0:00;305000;MAC;3.0;1.0;1160;11776;1.0;0;0;3;1160;0;1968;1997;15803 197th Pl NE;Woodinville;WA 98077;USA
14/05/2014 0:00;305495;MAC;3.0;1.75;2110;10200;2.0;0;0;4;2110;0;1966;0;14244 140th Ave SE;Renton;WA 98059;USA
14/05/2014 0:00;306000;MAC;3.0;1.5;1220;1086;3.0;0;0;3;1220;0;2007;0;353 N 105th St;Seattle;WA 98133;USA
16/05/2014 0:00;306000;MAC;3.0;2.5;1870;5874;2.0;0;0;3;1870;0;2005;0;22610 133rd Pl SE;Kent;WA 98042;USA
23/05/2014 0:00;306000;MAC;2.0;1.0;780;13500;1.0;0;0;4;780;0;1946;1989;15210 Mink Rd NE;Woodinville;WA 98077;USA
28/05/2014 0:00;306000;MAC;3.0;2.5;1680;11193;2.0;0;0;3;1680;0;1984;0;16084 SE 172nd Pl;Renton;WA 98058;USA
16/05/2014 0:00;306500;MAC;3.0;2.25;2060;38377;1.0;0;0;4;1560;500;1978;2000;36415 12th Pl S;Federal Way;WA 98003;USA
19/05/2014 0:00;307000;MAC;3.0;1.0;1370;7500;1.0;0;0;3;1370;0;1960;2012;4751 Stephens Ave;Carnation;WA 98014;USA
22/05/2014 0:00;307000;MAC;3.0;1.5;2320;7500;1.0;0;0;3;2320;0;1976;0;26905 NE Cherry St;Duvall;WA 98019;USA
2/05/2014 0:00;308500;MAC;2.0;1.0;850;6174;1.0;0;0;4;850;0;1950;1983;121 NE 147th St;Shoreline;WA 98155;USA
20/05/2014 0:00;309000;MAC;3.0;1.0;1092;7500;1.5;0;0;3;1092;0;1918;0;7757 15th Ave SW;Seattle;WA 98106;USA
5/05/2014 0:00;309950;MAC;4.0;2.75;2310;5000;2.0;0;0;3;2310;0;2006;0;22912 SE 268th Pl;Maple Valley;WA 98038;USA
5/05/2014 0:00;309950;MAC;3.0;2.5;1880;7838;2.0;0;0;3;1880;0;1994;0;17717 113th Pl SE;Renton;WA 98055;USA
3/05/2014 0:00;310000;MAC;3.0;1.0;1010;9945;1.0;0;0;4;1010;0;1973;0;7528 N Fork Rd SE;Snoqualmie;WA 98065;USA
7/05/2014 0:00;310000;MAC;3.0;1.75;1840;10723;1.0;0;0;4;1220;620;1974;0;19313 140th Pl SE;Renton;WA 98058;USA
7/05/2014 0:00;310000;MAC;3.0;1.75;2070;37904;1.0;0;0;4;1420;650;1973;0;19654 116th Ave SE;Kent;WA 98031;USA
14/05/2014 0:00;310000;MAC;3.0;1.0;1050;9876;1.0;0;0;3;1050;0;1953;0;18527 Kenlake Pl NE;Kenmore;WA 98028;USA
14/05/2014 0:00;310000;MAC;3.0;1.0;1480;7830;1.0;0;0;3;1480;0;1952;2008;1909 N 195th St;Shoreline;WA 98133;USA
28/05/2014 0:00;310000;MAC;3.0;1.0;1430;19901;1.5;0;0;4;1430;0;1927;0;8308 NE 176th Pl;Kenmore;WA 98028;USA
9/05/2014 0:00;311100;MAC;4.0;2.25;2130;8078;1.0;0;0;4;1380;750;1977;0;3502 Morris Ave S;Renton;WA 98055;USA
6/05/2014 0:00;312000;MAC;4.0;2.0;1300;7054;1.0;0;0;3;1300;0;1950;2013;2815 SW 107th St;Seattle;WA 98146;USA
9/05/2014 0:00;312000;MAC;4.0;2.25;1930;7452;1.0;0;0;3;1430;500;1984;0;21423 114th Pl SE;Kent;WA 98031;USA
15/05/2014 0:00;312000;MAC;3.0;2.25;1490;974;2.0;0;0;3;1220;270;2009;0;5021 Delridge Way SW;Seattle;WA 98106;USA
27/05/2014 0:00;312000;MAC;3.0;1.5;1255;1374;3.0;0;0;3;1255;0;2004;2003;11716 16th Ave NE;Seattle;WA 98125;USA
15/05/2014 0:00;312500;MAC;2.0;1.0;880;6345;1.0;0;0;3;880;0;1919;2001;7558 19th Ave SW;Seattle;WA 98106;USA
27/05/2014 0:00;312900;MAC;4.0;2.5;1630;4473;2.0;0;0;3;1630;0;2003;0;24506 SE 276th Ct;Maple Valley;WA 98038;USA
2/05/2014 0:00;313000;MAC;3.0;1.5;1340;7912;1.5;0;0;3;1340;0;1955;2005;18810 Densmore Ave N;Shoreline;WA 98133;USA
7/05/2014 0:00;313000;MAC;3.0;1.75;2190;8000;1.0;0;0;4;2190;0;1967;0;32631 39th Ave SW;Federal Way;WA 98023;USA
27/05/2014 0:00;313000;MAC;3.0;1.75;1320;6205;1.0;0;0;5;1320;0;1948;1985;15345 Stone Ave N;Shoreline;WA 98133;USA
6/05/2014 0:00;313950;MAC;3.0;1.0;1510;6083;1.0;0;0;4;860;650;1940;2001;415 NE 94th St;Seattle;WA 98115;USA
16/05/2014 0:00;314000;MAC;4.0;2.5;2340;8990;2.0;0;0;3;2340;0;2003;0;24925 234th Pl SE;Maple Valley;WA 98038;USA
7/05/2014 0:00;314500;MAC;3.0;1.75;1870;12381;1.0;0;0;4;1870;0;1957;2001;29645 10th Pl S;Federal Way;WA 98003;USA
7/05/2014 0:00;314950;MAC;3.0;1.0;1040;16986;1.0;0;0;4;1040;0;1968;0;18227 SE 135th St;Renton;WA 98059;USA
2/05/2014 0:00;315000;MAC;3.0;1.0;1160;9180;1.0;0;0;3;1160;0;1968;1997;15804 198th Pl NE;Woodinville;WA 98077;USA
9/05/2014 0:00;315000;MAC;5.0;1.75;2320;8100;1.0;0;0;4;1160;1160;1956;0;439 SW 156th St;Burien;WA 98166;USA
20/05/2014 0:00;315000;MAC;3.0;2.25;1400;31626;1.0;0;0;2;1140;260;1987;0;20515 SE 333rd Pl;Auburn;WA 98092;USA
